employee_id,display_name,ad_username,ad_status,aws_username,aws_status,okta_username,okta_status,manager,department,employment_status,termination_date,last_login,is_oncall
E1166,Dev Shetty,dev.shetty@corp.in,active,aws-user-1166,active,dev@company.in,active,Nilima Dada,Security,active,,2026-03-14T09:10:10.300652,False
E1167,Chakradev Barad,chakradev.barad@corp.in,active,aws-user-1167,active,chakradev@company.in,active,Waida D’Alia,Security,active,,2026-05-30T02:10:10.300701,False
E1168,Wahab Yogi,wahab.yogi@corp.in,active,aws-user-1168,active,wahab@company.in,active,Lipika Setty,Engineering,terminated,2026-03-26 17:10:10,2026-06-06T06:10:10.300748,False
E1169,Oni Dubey,oni.dubey@corp.in,active,aws-user-1169,active,oni@company.in,active,Hardik Suri,Finance,active,,2026-01-04T16:10:10.300799,False
E1170,Ati Bali,ati.bali@corp.in,active,aws-user-1170,active,ati@company.in,active,Teerth Sawhney,Engineering,active,,2026-04-29T17:10:10.300847,False
E1171,Warinder Patil,warinder.patil@corp.in,active,aws-user-1171,active,warinder@company.in,active,Jhalak Parmer,HR,active,,2026-05-18T02:10:10.300894,False
E1172,Mitali Majumdar,mitali.majumdar@corp.in,active,aws-user-1172,active,mitali@company.in,active,Jason Sha,IT,active,,2026-04-25T03:10:10.300941,True
E1173,Simon Bail,simon.bail@corp.in,active,aws-user-1173,active,simon@company.in,active,Gauri Kohli,IT,active,,2026-03-17T12:10:10.300990,False
E1174,Samesh Biswas,samesh.biswas@corp.in,active,aws-user-1174,active,samesh@company.in,active,Tarak Kaul,HR,contractor,,2026-05-21T12:10:10.301038,False
E1175,Manbir Agate,manbir.agate@corp.in,active,aws-user-1175,active,manbir@company.in,active,Maanav De,Data,active,,2026-06-13T08:10:10.301091,True
E1176,Owen Choudhary,owen.choudhary@corp.in,active,aws-user-1176,active,owen@company.in,active,Karan Aurora,HR,active,,2026-03-15T05:10:10.301139,False
E1177,Wazir Naik,wazir.naik@corp.in,active,aws-user-1177,active,wazir@company.in,active,Owen Lanka,IT,active,,2026-01-18T19:10:10.301221,False
E1178,Jonathan Sama,jonathan.sama@corp.in,active,aws-user-1178,active,jonathan@company.in,active,Devansh Soni,IT,active,,2025-12-23T08:10:10.301299,False
E1179,Janaki Varghese,janaki.varghese@corp.in,active,aws-user-1179,active,janaki@company.in,active,Siya Thakur,IT,active,,2026-05-19T23:10:10.301353,False
E1180,Caleb Verma,caleb.verma@corp.in,active,aws-user-1180,active,caleb@company.in,active,Tara Balasubramanian,Engineering,active,,2026-03-01T20:10:10.301402,False
E1181,Varenya Ratti,varenya.ratti@corp.in,active,aws-user-1181,active,varenya@company.in,active,Hritik Swaminathan,Data,terminated,2026-05-31 17:10:10,2026-01-05T07:10:10.301449,True
E1182,Ethan Buch,ethan.buch@corp.in,active,aws-user-1182,active,ethan@company.in,active,Manbir Bhatti,Engineering,active,,2026-02-14T14:10:10.301496,False
E1183,Anvi Nair,anvi.nair@corp.in,active,aws-user-1183,active,anvi@company.in,active,Chaitaly Setty,Security,active,,2026-01-08T03:10:10.301549,False
E1184,Hardik Contractor,hardik.contractor@corp.in,active,aws-user-1184,active,hardik@company.in,active,Qushi Seth,IT,terminated,2026-06-04 17:10:10,2026-05-04T18:10:10.301598,False
E1185,Odika Nori,odika.nori@corp.in,active,aws-user-1185,active,odika@company.in,active,Mohini Sagar,HR,active,,2026-04-10T22:10:10.301648,False
E1186,Dhriti Sane,dhriti.sane@corp.in,active,aws-user-1186,active,dhriti@company.in,active,Aadhya Prasad,HR,active,,2026-02-20T04:10:10.301697,False
E1187,Urvi Bhavsar,urvi.bhavsar@corp.in,active,aws-user-1187,active,urvi@company.in,active,Frederick Chander,IT,active,,2026-03-29T10:10:10.301744,False
E1188,Gopal Pradhan,gopal.pradhan@corp.in,active,aws-user-1188,active,gopal@company.in,active,Darpan Narayan,Engineering,active,,2026-02-24T10:10:10.301792,False
E1189,Nirja Pandya,nirja.pandya@corp.in,active,aws-user-1189,active,nirja@company.in,active,Charan Mani,Security,active,,2025-12-30T05:10:10.301843,False
E1190,Indira Chawla,indira.chawla@corp.in,active,aws-user-1190,active,indira@company.in,active,Mohammed Subramaniam,Data,active,,2026-03-28T12:10:10.301890,True
E1191,Hritik Palla,hritik.palla@corp.in,active,aws-user-1191,active,hritik@company.in,active,Ishwar Mallick,Security,active,,2026-04-14T07:10:10.301937,False
E1192,Pushti Bal,pushti.bal@corp.in,active,aws-user-1192,active,pushti@company.in,active,Ayush Gole,Data,terminated,2026-05-22 17:10:10,2025-12-22T09:10:10.301988,False
E1193,Dayamai Nori,dayamai.nori@corp.in,active,aws-user-1193,active,dayamai@company.in,active,Abeer Golla,HR,active,,2026-05-02T15:10:10.302035,True
E1194,Nandini Boase,nandini.boase@corp.in,active,aws-user-1194,active,nandini@company.in,active,Azaan Chand,Finance,terminated,2026-05-21 17:10:10,2026-02-14T00:10:10.302083,False
E1195,Krisha Saini,krisha.saini@corp.in,active,aws-user-1195,active,krisha@company.in,active,Harita Dugar,Finance,active,,2026-01-04T19:10:10.302129,False
E1196,Devika Nair,devika.nair@corp.in,active,aws-user-1196,active,devika@company.in,active,Charles Dugal,Security,active,,2026-06-15T15:10:10.302176,False
E1197,Chandran Bumb,chandran.bumb@corp.in,active,aws-user-1197,active,chandran@company.in,active,Saanvi Samra,Data,contractor,,2025-12-24T10:10:10.302222,False
E1198,Riya Sachdeva,riya.sachdeva@corp.in,active,aws-user-1198,active,riya@company.in,active,Tanveer Vala,Data,active,,2026-03-17T02:10:10.302268,False
E1199,Hemani Sani,hemani.sani@corp.in,active,aws-user-1199,active,hemani@company.in,active,Bhanumati Sur,HR,active,,2026-03-02T18:10:10.302317,False
E1200,Chakradev Kannan,chakradev.kannan@corp.in,active,aws-user-1200,active,chakradev@company.in,active,Christopher Amble,HR,active,,2025-12-22T03:10:10.302364,False
E1201,Charvi Kakar,charvi.kakar@corp.in,active,aws-user-1201,active,charvi@company.in,active,Aadhya Mann,Data,terminated,2026-03-23 17:10:10,2026-04-21T14:10:10.302414,False
E1202,Jagdish Amble,jagdish.amble@corp.in,active,aws-user-1202,active,jagdish@company.in,active,Qushi Gill,IT,active,,2026-05-19T18:10:10.302461,False
E1203,Lajita Walia,lajita.walia@corp.in,active,aws-user-1203,active,lajita@company.in,active,Xiti Pandya,HR,active,,2025-12-25T12:10:10.302508,False
E1204,Mekhala Basak,mekhala.basak@corp.in,active,aws-user-1204,active,mekhala@company.in,active,Anirudh Sharaf,Finance,terminated,2026-06-04 17:10:10,2026-02-16T09:10:10.302555,False
E1205,Dhriti Sanghvi,dhriti.sanghvi@corp.in,active,aws-user-1205,active,dhriti@company.in,active,Omisha Mann,IT,active,,2026-02-04T22:10:10.302601,False
E1206,Nidhi Bail,nidhi.bail@corp.in,active,aws-user-1206,active,nidhi@company.in,active,Onveer Sharma,Data,contractor,,2026-05-01T08:10:10.302648,False
E1207,Gaurang Sarkar,gaurang.sarkar@corp.in,active,aws-user-1207,active,gaurang@company.in,active,Yagnesh Sarin,Finance,active,,2026-04-03T17:10:10.302696,False
E1208,Farhan Randhawa,farhan.randhawa@corp.in,active,aws-user-1208,active,farhan@company.in,active,Harinakshi Kant,IT,active,,2026-04-10T16:10:10.302744,False
E1209,Om Bose,om.bose@corp.in,active,aws-user-1209,active,om@company.in,active,Yashvi Hari,Engineering,contractor,,2025-12-23T13:10:10.302793,False
E1210,Indali Divan,indali.divan@corp.in,active,aws-user-1210,active,indali@company.in,active,Harshil Dhingra,IT,active,,2026-02-14T14:10:10.302841,False
E1211,Rudra Ghose,rudra.ghose@corp.in,active,aws-user-1211,active,rudra@company.in,active,Faqid Goel,Engineering,active,,2026-02-19T02:10:10.302890,False
E1212,Ucchal Sen,ucchal.sen@corp.in,active,aws-user-1212,active,ucchal@company.in,active,Diya Dora,Security,active,,2026-06-06T09:10:10.302939,False
E1213,Ekansh Singh,ekansh.singh@corp.in,active,aws-user-1213,active,ekansh@company.in,active,Chavvi Maharaj,Security,active,,2026-06-03T05:10:10.302986,True
E1214,Indira Tripathi,indira.tripathi@corp.in,active,aws-user-1214,active,indira@company.in,active,Dayita Shenoy,Security,active,,2026-01-08T20:10:10.303032,True
E1215,Baljiwan Bhandari,baljiwan.bhandari@corp.in,active,aws-user-1215,active,baljiwan@company.in,active,Bhavini Bose,Engineering,active,,2026-01-26T08:10:10.303078,False
E1216,Yashica Rajagopalan,yashica.rajagopalan@corp.in,active,aws-user-1216,active,yashica@company.in,active,Benjamin Sengupta,Engineering,active,,2026-05-20T00:10:10.303127,False
E1217,Ekanta Soni,ekanta.soni@corp.in,active,aws-user-1217,active,ekanta@company.in,active,David Seshadri,Security,active,,2026-01-12T10:10:10.303175,False
E1218,Hemal Chad,hemal.chad@corp.in,active,aws-user-1218,active,hemal@company.in,active,Balveer Kota,HR,active,,2026-02-26T08:10:10.303259,False
E1219,Reva Viswanathan,reva.viswanathan@corp.in,active,aws-user-1219,active,reva@company.in,active,Januja Pradhan,HR,active,,2026-04-01T23:10:10.303308,False
E1220,Lila Rege,lila.rege@corp.in,active,aws-user-1220,active,lila@company.in,active,Charles Natt,HR,active,,2026-05-25T11:10:10.303355,True
E1221,Forum Chandra,forum.chandra@corp.in,active,aws-user-1221,active,forum@company.in,active,Bhanumati Krishnan,IT,contractor,,2026-01-01T15:10:10.303404,False
E1222,Gauri Bumb,gauri.bumb@corp.in,active,aws-user-1222,active,gauri@company.in,active,Inaya Mukherjee,Finance,terminated,2026-05-31 17:10:10,2026-01-29T15:10:10.303451,False
E1223,Kai Chad,kai.chad@corp.in,active,aws-user-1223,active,kai@company.in,active,Krisha Narasimhan,Finance,active,,2026-02-23T19:10:10.303499,True
E1224,Girik Sampath,girik.sampath@corp.in,active,aws-user-1224,active,girik@company.in,active,Andrew Patil,HR,active,,2026-06-11T10:10:10.303546,False
E1225,Pranit Kala,pranit.kala@corp.in,active,aws-user-1225,active,pranit@company.in,active,Vedika Handa,Data,active,,2025-12-22T03:10:10.303593,False
E1226,Laksh Dubey,laksh.dubey@corp.in,active,aws-user-1226,active,laksh@company.in,active,Chakrika Chaudhuri,Engineering,active,,2026-04-12T21:10:10.303639,False
E1227,Gayathri Deep,gayathri.deep@corp.in,active,aws-user-1227,active,gayathri@company.in,active,Mitesh Gaba,HR,terminated,2026-05-07 17:10:10,2026-04-30T04:10:10.303689,False
E1228,Noah Sarma,noah.sarma@corp.in,active,aws-user-1228,active,noah@company.in,active,Nirja Patla,Engineering,active,,2026-01-05T13:10:10.303737,False
E1229,Sachi Mane,sachi.mane@corp.in,active,aws-user-1229,active,sachi@company.in,active,Vivaan Walla,Data,active,,2026-06-01T16:10:10.303786,False
E1230,Dayamai Singh,dayamai.singh@corp.in,active,aws-user-1230,active,dayamai@company.in,active,Jhalak Sastry,Finance,active,,2026-01-17T18:10:10.303835,False
E1231,Baghyawati Raja,baghyawati.raja@corp.in,active,aws-user-1231,active,baghyawati@company.in,active,Neel Iyengar,HR,active,,2026-02-27T14:10:10.303883,False
E1232,Zashil Ben,zashil.ben@corp.in,active,aws-user-1232,active,zashil@company.in,active,Kamya Chauhan,Security,active,,2025-12-22T05:10:10.303929,False
E1233,Bhavani Chacko,bhavani.chacko@corp.in,active,aws-user-1233,active,bhavani@company.in,active,Anjali Sengupta,Data,active,,2026-02-13T03:10:10.303977,False
E1234,Rajeshri Chand,rajeshri.chand@corp.in,active,aws-user-1234,active,rajeshri@company.in,active,Shravya Palla,Engineering,active,,2026-02-28T18:10:10.304025,False
E1235,Oeshi Bera,oeshi.bera@corp.in,active,aws-user-1235,active,oeshi@company.in,active,Yadavi Prakash,Data,active,,2026-06-13T15:10:10.304071,False
E1236,Libni Bumb,libni.bumb@corp.in,active,aws-user-1236,active,libni@company.in,active,Udarsh Bala,Finance,contractor,,2026-01-22T23:10:10.304119,False
E1237,Hardik Nayak,hardik.nayak@corp.in,active,aws-user-1237,active,hardik@company.in,active,Laksh Barad,Engineering,active,,2025-12-29T09:10:10.304166,False
E1238,Urmi Dewan,urmi.dewan@corp.in,active,aws-user-1238,active,urmi@company.in,active,Saumya Ahluwalia,HR,contractor,,2026-05-06T02:10:10.304214,True
E1239,Anirudh Kunda,anirudh.kunda@corp.in,active,aws-user-1239,active,anirudh@company.in,active,Mason Wable,HR,active,,2026-04-09T12:10:10.304270,False
E1240,Indrajit Mani,indrajit.mani@corp.in,active,aws-user-1240,active,indrajit@company.in,active,Charvi Dara,HR,active,,2026-02-14T15:10:10.304317,False
E1241,William Saini,william.saini@corp.in,active,aws-user-1241,active,william@company.in,active,Dev Choudhry,Security,active,,2026-03-26T07:10:10.304366,False
E1242,Amol Varma,amol.varma@corp.in,active,aws-user-1242,active,amol@company.in,active,Maanas Manne,IT,active,,2026-05-09T07:10:10.304413,True
E1243,Aarav Pandit,aarav.pandit@corp.in,active,aws-user-1243,active,aarav@company.in,active,Omaja Grover,Security,active,,2026-04-06T20:10:10.304459,False
E1244,Jalsa Bir,jalsa.bir@corp.in,active,aws-user-1244,active,jalsa@company.in,active,Madhavi Singhal,Security,active,,2026-01-30T16:10:10.304507,False
E1245,Lila Prakash,lila.prakash@corp.in,active,aws-user-1245,active,lila@company.in,active,Amol Parikh,Security,active,,2026-04-16T07:10:10.304554,True
E1246,Hemani Khosla,hemani.khosla@corp.in,active,aws-user-1246,active,hemani@company.in,active,Gaurangi Deol,Engineering,active,,2026-03-08T01:10:10.304600,False
E1247,Indira Nigam,indira.nigam@corp.in,active,aws-user-1247,active,indira@company.in,active,Ucchal Srinivas,Engineering,active,,2026-02-01T03:10:10.304650,False
E1248,Krishna Bhatnagar,krishna.bhatnagar@corp.in,active,aws-user-1248,active,krishna@company.in,active,Balhaar Memon,Security,active,,2026-02-07T06:10:10.304698,True
E1249,Caleb Iyengar,caleb.iyengar@corp.in,active,aws-user-1249,active,caleb@company.in,active,Diya Mukherjee,HR,active,,2026-01-10T03:10:10.304747,False
E1250,Urvashi Kulkarni,urvashi.kulkarni@corp.in,active,aws-user-1250,active,urvashi@company.in,active,Rayaan Mangal,Engineering,active,,2026-01-30T13:10:10.304796,False
E1251,Champak Narula,champak.narula@corp.in,active,aws-user-1251,active,champak@company.in,active,Jeet Pillai,Data,active,,2025-12-23T02:10:10.304844,False
E1252,Mugdha Sarraf,mugdha.sarraf@corp.in,active,aws-user-1252,active,mugdha@company.in,active,Harinakshi Grover,Engineering,active,,2026-01-08T22:10:10.304891,True
E1253,Widisha Pillai,widisha.pillai@corp.in,active,aws-user-1253,active,widisha@company.in,active,Fitan Samra,Finance,active,,2026-04-01T00:10:10.304937,False
E1254,Qushi Gole,qushi.gole@corp.in,active,aws-user-1254,active,qushi@company.in,active,Ekani Chauhan,Engineering,active,,2026-05-27T10:10:10.304984,False
E1255,Falak Merchant,falak.merchant@corp.in,active,aws-user-1255,active,falak@company.in,active,Sanaya Sandhu,Engineering,active,,2026-05-19T21:10:10.305030,False
E1256,Sachi Panchal,sachi.panchal@corp.in,active,aws-user-1256,active,sachi@company.in,active,Brijesh Pandit,Finance,active,,2026-04-06T01:10:10.305077,False
E1257,Anvi Bhandari,anvi.bhandari@corp.in,active,aws-user-1257,active,anvi@company.in,active,Nidra Patla,IT,active,,2026-02-16T02:10:10.305124,False
E1258,Azaan Dhar,azaan.dhar@corp.in,active,aws-user-1258,active,azaan@company.in,active,Bakhshi Date,Finance,active,,2026-05-13T05:10:10.305172,False
E1259,Warinder Peri,warinder.peri@corp.in,active,aws-user-1259,active,warinder@company.in,active,Leela Bali,Finance,terminated,2026-04-15 17:10:10,2026-02-08T18:10:10.305220,False
E1260,Shivani Prabhakar,shivani.prabhakar@corp.in,active,aws-user-1260,active,shivani@company.in,active,Sachi Bose,Finance,active,,2026-04-10T04:10:10.305270,False
E1261,Jeevika Rao,jeevika.rao@corp.in,active,aws-user-1261,active,jeevika@company.in,active,Arya Krish,Data,terminated,2026-04-17 17:10:10,2026-02-10T09:10:10.305316,False
E1262,Atharv Grewal,atharv.grewal@corp.in,active,aws-user-1262,active,atharv@company.in,active,Zarna Ram,Engineering,active,,2026-04-03T23:10:10.305362,False
E1263,Adweta Lad,adweta.lad@corp.in,active,aws-user-1263,active,adweta@company.in,active,Tanish Mangal,HR,active,,2026-02-14T13:10:10.305409,False
E1264,Ryan Das,ryan.das@corp.in,active,aws-user-1264,active,ryan@company.in,active,Ethan Seth,Security,active,,2026-03-23T07:10:10.305455,False
E1265,Sai Chahal,sai.chahal@corp.in,active,aws-user-1265,active,sai@company.in,active,Idika Bhattacharyya,HR,terminated,2026-04-09 17:10:10,2026-03-15T03:10:10.305503,False
E1266,Charita Dugar,charita.dugar@corp.in,active,aws-user-1266,active,charita@company.in,active,Janaki Trivedi,Data,active,,2025-12-23T10:10:10.305550,False
E1267,Jairaj Iyer,jairaj.iyer@corp.in,active,aws-user-1267,active,jairaj@company.in,active,Warjas Tak,HR,active,,2026-03-06T16:10:10.305596,False
E1268,Jalsa Pillay,jalsa.pillay@corp.in,active,aws-user-1268,active,jalsa@company.in,active,Kai Chadha,Data,active,,2026-03-14T05:10:10.305645,False
E1269,Dayamai Rao,dayamai.rao@corp.in,active,aws-user-1269,active,dayamai@company.in,active,Nirja Rout,IT,contractor,,2026-01-04T13:10:10.305696,False
E1270,Jeremiah Nadig,jeremiah.nadig@corp.in,active,aws-user-1270,active,jeremiah@company.in,active,Shivani Shukla,Security,contractor,,2026-05-18T01:10:10.305745,False
E1271,Kabir Gopal,kabir.gopal@corp.in,active,aws-user-1271,active,kabir@company.in,active,Rachita Thakkar,HR,active,,2026-05-25T03:10:10.305793,False
E1272,Jeet Vasa,jeet.vasa@corp.in,active,aws-user-1272,active,jeet@company.in,active,Daksha Gala,Engineering,active,,2026-02-23T17:10:10.305840,False
E1273,Ekantika Kar,ekantika.kar@corp.in,active,aws-user-1273,active,ekantika@company.in,active,Zilmil Mander,IT,active,,2026-01-03T13:10:10.305886,True
E1274,Zashil Hegde,zashil.hegde@corp.in,active,aws-user-1274,active,zashil@company.in,active,Jeremiah Mitter,Engineering,terminated,2026-03-25 17:10:10,2026-04-13T07:10:10.305933,False
E1275,Yadavi Ganguly,yadavi.ganguly@corp.in,active,aws-user-1275,active,yadavi@company.in,active,Onveer Nazareth,HR,active,,2026-01-04T15:10:10.305981,False
E1276,Ayush Bumb,ayush.bumb@corp.in,active,aws-user-1276,active,ayush@company.in,active,Alka Kade,Data,active,,2026-02-03T05:10:10.306029,False
E1277,Azaan Tank,azaan.tank@corp.in,active,aws-user-1277,active,azaan@company.in,active,Chasmum Subramanian,Data,active,,2026-02-15T00:10:10.306076,False
E1278,Nidra Mishra,nidra.mishra@corp.in,active,aws-user-1278,active,nidra@company.in,active,Elijah Bhasin,Engineering,active,,2026-04-19T21:10:10.306123,False
E1279,Ria Sagar,ria.sagar@corp.in,active,aws-user-1279,active,ria@company.in,active,Ucchal Jani,IT,active,,2026-04-21T18:10:10.306177,False
E1280,Maanas Munshi,maanas.munshi@corp.in,active,aws-user-1280,active,maanas@company.in,active,Hemani Rastogi,Engineering,terminated,2026-04-15 17:10:10,2026-05-24T21:10:10.306224,False
E1281,Kamala Varma,kamala.varma@corp.in,active,aws-user-1281,active,kamala@company.in,active,Eiravati Khurana,IT,active,,2026-02-26T12:10:10.306271,False
E1282,Jason Loke,jason.loke@corp.in,active,aws-user-1282,active,jason@company.in,active,Yug Dhaliwal,IT,active,,2026-06-12T16:10:10.306316,False
E1283,Chandresh Mannan,chandresh.mannan@corp.in,active,aws-user-1283,active,chandresh@company.in,active,Omya Kothari,Data,active,,2026-04-05T06:10:10.306362,False
E1284,Falak Munshi,falak.munshi@corp.in,active,aws-user-1284,active,falak@company.in,active,Nathaniel Tara,Data,active,,2026-04-18T01:10:10.306414,False
E1285,Wishi Morar,wishi.morar@corp.in,active,aws-user-1285,active,wishi@company.in,active,Arin Chana,Security,active,,2026-05-04T12:10:10.306460,False
E1286,Yashasvi Shankar,yashasvi.shankar@corp.in,active,aws-user-1286,active,yashasvi@company.in,active,Tanveer Pandit,Finance,active,,2026-03-13T22:10:10.306507,True
E1287,Chandresh Manda,chandresh.manda@corp.in,active,aws-user-1287,active,chandresh@company.in,active,Upma Mangal,IT,active,,2026-01-21T13:10:10.306554,False
E1288,Hritik Sankar,hritik.sankar@corp.in,active,aws-user-1288,active,hritik@company.in,active,Aishani Pau,Finance,active,,2026-04-15T03:10:10.306600,False
E1289,Jasmit Bath,jasmit.bath@corp.in,active,aws-user-1289,active,jasmit@company.in,active,Charan Hayer,Data,active,,2026-02-20T08:10:10.306649,False
E1290,Bhavya Borah,bhavya.borah@corp.in,active,aws-user-1290,active,bhavya@company.in,active,Yamini Seshadri,IT,active,,2026-06-01T03:10:10.306710,False
E1291,Jagat Dave,jagat.dave@corp.in,active,aws-user-1291,active,jagat@company.in,active,Meera Prakash,Data,active,,2026-04-03T21:10:10.306793,False
E1292,Jasmit Dhawan,jasmit.dhawan@corp.in,active,aws-user-1292,active,jasmit@company.in,active,Yashodhara Ratti,Security,active,,2026-02-23T08:10:10.306863,False
E1293,Chakradev Barad,chakradev.barad@corp.in,active,aws-user-1293,active,chakradev@company.in,active,Gauri Som,Finance,terminated,2026-04-18 17:10:10,2026-02-16T14:10:10.306932,False
E1294,Manthan Varma,manthan.varma@corp.in,active,aws-user-1294,active,manthan@company.in,active,Falak Nagar,Finance,active,,2026-03-19T23:10:10.307010,False
E1295,Maya Mistry,maya.mistry@corp.in,active,aws-user-1295,active,maya@company.in,active,Yashica Upadhyay,Data,terminated,2026-05-07 17:10:10,2026-04-05T17:10:10.307088,False
E1296,Chandani Soman,chandani.soman@corp.in,active,aws-user-1296,active,chandani@company.in,active,Jyoti Narula,IT,terminated,2026-05-14 17:10:10,2026-06-16T23:10:10.307139,False
E1297,Omaja Morar,omaja.morar@corp.in,active,aws-user-1297,active,omaja@company.in,active,Urvi Lanka,IT,active,,2026-06-06T22:10:10.307188,False
E1298,Charan Srinivasan,charan.srinivasan@corp.in,active,aws-user-1298,active,charan@company.in,active,Lajita Divan,IT,active,,2026-04-07T10:10:10.307237,False
E1299,Azad Choudhary,azad.choudhary@corp.in,active,aws-user-1299,active,azad@company.in,active,Anirudh Sastry,HR,active,,2026-04-23T21:10:10.307285,False
